x,mean_profit,sd_profit,cvar_loss,service_level,robust_objective,feasible
"[0,0]",0,0,2.4883716152980924,0,0,1
"[0,2]",-0.48685769084841013,1.6114457882220208,1.5260107796639204,0,-0.48685769084841013,1
"[2,0]",1.6392309112707153,0.9446593304864717,0.962360835634172,0,1.6392309112707153,1
"[2,2]",1.1523732204223052,2.2490498228653872,0,1,1.1523732204223052,1
