t,S,E,I-P,I-A,I-S,I-H,R,D_cum,alive
898,1,1,0,1,1,0,482,15,486
899,1,0,1,0,1,0,483,15,486
900,1,1,1,0,1,0,482,15,486
901,1,1,0,0,1,0,483,15,486
902,1,1,1,0,0,0,483,15,486
903,0,2,1,0,0,0,483,15,486
904,1,0,2,1,0,0,482,15,486
905,0,1,2,0,0,0,483,15,486
906,1,0,1,2,0,0,482,15,486
907,0,1,1,0,0,0,484,15,486
908,1,0,1,1,0,0,483,15,486
909,0,1,1,0,0,0,484,15,486
910,1,0,1,1,0,0,483,15,486
911,1,0,0,1,1,0,483,15,486
912,0,1,0,0,1,0,484,15,486
913,1,0,1,0,1,0,483,15,486
914,1,0,0,0,1,0,484,15,486
915,1,1,0,0,1,0,483,15,486
916,0,1,1,0,1,0,483,15,486
917,1,1,1,0,0,1,482,15,486
918,1,0,1,1,0,0,483,15,486
919,0,1,0,0,1,0,484,15,486
920,1,0,1,0,1,0,483,15,486
921,2,0,0,0,1,0,483,15,486
922,1,1,0,0,1,0,483,15,486
923,1,2,0,0,0,0,483,15,486
924,1,0,2,0,0,0,483,15,486
925,1,1,2,0,0,0,482,15,486
926,0,2,0,0,2,0,482,15,486
927,1,1,1,0,0,1,482,15,486
928,2,0,2,0,0,1,481,15,486
929,0,2,1,0,1,1,481,15,486
930,1,0,2,1,1,0,481,15,486
931,1,0,2,1,1,0,481,15,486
932,1,1,2,0,0,1,481,15,486
933,1,0,1,1,1,1,481,15,486
934,1,1,1,1,1,0,481,15,486
935,0,2,1,0,0,0,483,15,486
936,1,1,1,1,0,0,482,15,486
937,1,0,2,1,0,0,482,15,486
938,1,1,1,1,0,0,482,15,486
939,1,0,1,1,1,0,482,15,486
940,1,1,1,0,1,0,482,15,486
941,0,2,1,0,0,0,483,15,486
942,1,0,2,1,0,0,482,15,486
943,1,0,2,0,0,0,483,15,486
944,1,1,0,1,1,0,482,15,486
945,1,0,1,0,0,0,484,15,486
946,0,1,0,1,0,0,484,15,486
947,1,1,0,0,0,0,484,15,486
948,1,0,1,0,0,0,484,15,486
949,1,1,1,0,0,0,483,15,486
950,1,0,1,0,1,0,483,15,486
951,1,1,1,0,0,1,482,15,486
952,0,2,0,0,1,1,482,15,486
953,1,0,2,0,1,0,482,15,486
954,0,1,2,0,0,0,483,15,486
955,1,1,0,1,1,0,482,15,486
956,1,1,1,0,1,0,482,15,486
957,1,0,2,0,0,0,483,15,486
958,1,1,0,0,2,0,482,15,486
959,0,2,0,0,2,0,482,15,486
960,1,1,1,0,2,0,481,15,486
961,0,1,2,0,0,1,482,15,486
962,1,0,3,0,0,1,481,15,486
963,1,1,1,2,0,0,481,15,486
964,0,2,1,2,0,0,481,15,486
965,1,1,1,0,1,0,482,15,486
966,1,0,2,0,1,0,482,15,486
967,1,1,2,0,0,0,482,15,486
968,1,1,0,1,1,0,482,15,486
969,1,1,1,0,0,0,483,15,486
970,1,2,0,1,0,0,482,15,486
971,1,1,1,1,0,0,482,15,486
972,1,1,2,0,0,0,482,15,486
973,0,2,1,0,1,0,482,15,486
974,1,1,2,0,0,0,482,15,486
975,0,1,2,1,0,0,482,15,486
976,1,0,2,0,1,0,482,15,486
977,0,1,0,2,1,0,482,15,486
978,1,0,1,2,0,0,482,15,486
979,2,0,1,0,0,0,483,15,486
980,1,1,0,0,1,0,483,15,486
981,0,2,0,0,1,0,483,15,486
982,1,0,2,0,0,0,483,15,486
983,1,0,2,0,0,0,483,15,486
984,1,1,0,1,1,0,482,15,486
985,0,1,1,1,1,0,482,15,486
986,1,0,2,0,1,0,482,15,486
987,1,1,0,1,1,0,482,15,486
988,1,1,0,1,1,0,482,15,486
989,1,1,1,0,1,0,482,15,486
990,1,0,2,0,0,0,483,15,486
991,1,1,2,0,0,0,482,15,486
992,0,1,2,0,1,0,482,15,486
993,0,0,2,1,0,0,483,15,486
994,1,0,2,1,0,0,482,15,486
995,1,1,0,0,2,0,482,15,486
996,1,0,1,0,2,0,482,15,486
997,0,1,1,0,0,1,483,15,486
998,1,1,0,0,1,1,482,15,486
999,1,0,1,0,1,0,483,15,486
1000,1,1,1,0,0,0,483,15,486
1001,0,1,1,0,1,0,483,15,486
1002,1,0,2,0,1,0,482,15,486
1003,1,0,1,1,1,0,482,15,486
1004,1,1,1,0,0,0,483,15,486
1005,1,0,1,1,0,0,483,15,486
1006,0,1,1,0,0,0,484,15,486
1007,1,0,1,1,0,0,483,15,486
1008,0,1,1,0,0,0,484,15,486
1009,1,1,0,0,1,0,483,15,486
1010,0,1,1,0,0,0,484,15,486
1011,0,0,2,0,0,0,484,15,486
1012,1,0,1,0,1,0,483,15,486
1013,2,0,0,0,2,0,482,15,486
1014,1,1,0,0,2,0,482,15,486
1015,1,1,1,0,0,1,482,15,486
1016,1,1,0,0,1,1,482,15,486
1017,1,1,1,0,0,0,483,15,486
1018,0,2,1,0,0,0,483,15,486
1019,1,0,2,0,1,0,482,15,486
1020,1,0,2,0,1,0,482,15,486
1021,1,1,0,1,2,0,481,15,486
1022,0,1,1,1,1,0,482,15,486
1023,1,1,1,0,0,0,483,15,486
1024,1,0,1,0,1,0,483,15,486
1025,1,1,0,1,0,0,483,15,486
1026,1,0,1,0,0,0,484,15,486
1027,1,1,1,0,0,0,483,15,486
1028,0,2,0,1,0,0,483,15,486
1029,1,1,1,1,0,0,482,15,486
1030,1,0,2,0,0,0,483,15,486
1031,1,1,1,1,0,0,482,15,486
1032,1,0,2,0,0,0,483,15,486
1033,1,1,0,1,1,0,482,15,486
1034,0,1,1,1,1,0,482,15,486
1035,1,1,1,0,0,0,483,15,486
1036,1,0,2,0,0,0,483,15,486
1037,1,1,1,0,1,0,482,15,486
1038,0,2,1,0,1,0,482,15,486
1039,1,0,2,0,1,0,482,15,486
1040,1,0,2,0,1,0,482,15,486
1041,1,1,2,0,1,0,481,15,486
1042,1,1,0,1,1,0,482,15,486
1043,1,1,1,0,1,0,482,15,486
1044,0,1,2,0,0,0,483,15,486
1045,1,0,3,0,0,0,482,15,486
1046,0,1,2,0,1,0,482,15,486
1047,1,0,1,0,2,0,482,15,486
1048,1,0,1,0,0,0,484,15,486
1049,1,1,0,1,0,0,483,15,486
1050,0,2,0,0,0,0,484,15,486
1051,1,0,2,0,0,0,483,15,486
1052,1,0,2,0,0,0,483,15,486
1053,1,1,0,1,1,0,482,15,486
1054,0,2,0,1,1,0,482,15,486
1055,1,1,1,0,0,0,483,15,486
1056,1,0,2,0,0,0,483,15,486
1057,1,1,1,1,0,0,482,15,486
1058,1,0,1,1,1,0,482,15,486
1059,1,1,1,0,1,0,482,15,486
1060,2,0,1,0,1,0,482,15,486
1061,0,2,1,0,1,0,482,15,486
1062,1,2,0,0,1,1,481,15,486
1063,0,1,2,0,1,1,481,15,486
1064,1,0,3,0,0,0,482,15,486
1065,0,1,1,0,2,0,482,15,486
1066,1,0,2,0,2,0,481,15,486
1067,1,1,0,1,1,0,482,15,486
1068,1,0,1,1,1,0,482,15,486
1069,1,1,1,0,1,0,482,15,486
1070,1,0,1,1,0,1,482,15,486
1071,1,1,1,1,0,0,482,15,486
1072,1,0,1,0,1,0,483,15,486
1073,1,1,1,0,1,0,482,15,486
1074,0,2,1,0,0,0,483,15,486
1075,1,0,2,1,0,0,482,15,486
1076,1,1,2,1,0,0,481,15,486
1077,0,2,2,0,0,0,482,15,486
1078,1,0,2,1,1,0,481,15,486
1079,1,0,2,0,1,0,482,15,486
1080,1,1,0,1,2,0,481,15,486
1081,2,0,1,1,1,1,480,15,486
1082,0,2,1,0,1,1,481,15,486
1083,0,2,1,0,0,0,483,15,486
1084,1,0,2,0,1,0,482,15,486
1085,0,1,2,0,1,0,482,15,486
1086,1,1,0,2,0,0,482,15,486
1087,0,1,1,0,0,0,484,15,486
1088,0,0,2,0,0,0,484,15,486
1089,1,0,1,0,1,0,483,15,486
1090,1,1,0,0,1,1,482,15,486
1091,1,1,0,0,1,1,482,15,486
1092,0,1,1,0,1,0,483,15,486
1093,1,0,2,0,0,0,483,15,486
1094,1,1,1,0,1,0,482,15,486
1095,1,1,0,1,1,0,482,15,486
1096,1,1,1,1,0,0,482,15,486
1097,0,2,1,0,0,0,483,15,486
1098,0,1,2,0,0,0,483,15,486
1099,1,0,2,0,1,0,482,15,486
1100,1,0,0,1,2,0,482,15,486
1101,1,1,0,1,1,0,482,15,486
1102,1,1,0,0,0,0,484,15,486
1103,1,1,1,0,0,0,483,15,486
1104,0,1,2,0,0,0,483,15,486
1105,0,0,2,0,1,0,483,15,486
1106,1,0,2,0,1,0,482,15,486
1107,0,1,0,2,0,0,483,15,486
1108,1,0,1,0,0,0,484,15,486
1109,1,0,1,0,0,0,484,15,486
1110,1,1,0,1,0,0,483,15,486
1111,0,2,0,0,0,0,484,15,486
1112,1,1,1,0,0,0,483,15,486
1113,1,0,2,0,0,0,483,15,486
1114,0,1,0,0,2,0,483,15,486
1115,1,1,0,0,2,0,482,15,486
1116,0,1,1,0,2,0,482,15,486
1117,1,1,1,0,0,0,483,15,486
1118,1,0,1,0,1,0,483,15,486
1119,1,1,0,1,0,0,483,15,486
1120,1,0,1,1,0,0,483,15,486
1121,1,1,0,1,0,0,483,15,486
1122,1,0,1,0,0,0,484,15,486
1123,1,1,1,0,0,0,483,15,486
1124,1,1,1,0,0,0,483,15,486
1125,1,1,1,1,0,0,482,15,486
1126,1,0,1,0,1,0,483,15,486
1127,1,1,1,0,1,0,482,15,486
1128,0,2,1,0,0,1,482,15,486
1129,1,0,2,0,1,1,481,15,486
1130,0,1,2,0,0,1,482,15,486
1131,1,0,3,0,0,0,482,15,486
1132,1,0,1,0,2,0,482,15,486
1133,1,1,0,0,3,0,481,15,486
1134,1,1,0,0,3,0,481,15,486
1135,1,1,1,0,0,1,482,15,486
1136,0,2,1,0,0,1,482,15,486
1137,1,1,2,0,0,0,482,15,486
1138,1,0,1,2,0,0,482,15,486
1139,1,1,0,1,0,0,483,15,486
1140,1,0,1,0,0,0,484,15,486
1141,1,1,1,0,0,0,483,15,486
1142,1,1,0,1,0,0,483,15,486
1143,0,1,1,0,0,0,484,15,486
1144,1,0,2,0,0,0,483,15,486
1145,1,1,1,1,0,0,482,15,486
1146,0,1,1,2,0,0,482,15,486
1147,1,0,2,1,0,0,482,15,486
1148,1,0,2,0,0,0,483,15,486
1149,1,1,0,0,2,0,482,15,486
1150,1,1,0,0,2,0,482,15,486
1151,0,1,1,0,0,0,484,15,486
1152,1,0,2,0,0,0,483,15,486
1153,2,0,1,0,1,0,482,15,486
1154,0,2,0,1,0,0,483,15,486
1155,0,2,0,1,0,0,483,15,486
1156,1,0,2,0,0,0,483,15,486
1157,1,0,2,0,0,0,483,15,486
1158,1,1,2,0,0,0,482,15,486
1159,1,0,1,0,2,0,482,15,486
1160,0,1,1,0,0,1,483,15,486
1161,1,1,0,0,1,1,482,15,486
1162,0,1,1,0,1,0,483,15,486
1163,1,0,2,0,0,1,482,15,486
1164,0,1,1,0,1,1,482,15,486
1165,1,1,0,0,2,1,481,15,486
1166,1,0,1,0,1,0,483,15,486
1167,1,1,1,0,0,0,483,15,486
1168,0,2,0,0,1,0,483,15,486
1169,1,1,1,0,1,0,482,15,486
1170,1,1,2,0,1,0,481,15,486
1171,0,1,2,0,1,0,482,15,486
1172,1,1,2,0,1,0,481,15,486
1173,0,1,1,1,1,1,481,15,486
1174,1,0,2,1,1,1,480,15,486
1175,0,1,2,0,0,0,483,15,486
1176,1,0,1,0,2,0,482,15,486
1177,1,0,0,0,3,0,482,15,486
1178,1,1,0,0,3,0,481,15,486
1179,0,2,0,0,0,2,482,15,486
1180,1,0,2,0,0,2,481,15,486
1181,0,1,2,0,0,2,481,15,486
1182,1,1,0,1,1,0,481,15,485
1183,0,1,1,0,1,0,482,15,485
1184,1,1,1,0,0,0,482,16,485
1185,1,0,1,0,1,0,482,16,485
1186,1,1,1,0,1,0,481,16,485
1187,1,0,1,0,2,0,481,16,485
1188,1,1,1,0,1,0,481,16,485
1189,0,2,0,0,1,0,482,16,485
1190,1,1,1,0,1,0,481,16,485
1191,1,0,2,0,0,0,482,16,485
1192,1,1,1,0,1,0,481,16,485
1193,0,2,0,0,1,0,482,16,485
1194,1,1,1,0,1,0,481,16,485
1195,0,1,1,0,1,0,482,16,485
1196,1,0,2,0,1,0,481,16,485
1197,1,0,0,0,2,1,481,16,485
1198,1,1,0,0,2,1,480,16,485
1199,1,1,0,0,2,1,480,16,485
1200,1,1,1,0,0,0,482,16,485
