t,S,E,I-P,I-A,I-S,I-H,R,D_cum,alive
1,0,0,0,0,0,0,0,0,0
2,0,0,0,1,0,0,0,0,1
3,1,0,0,0,1,1,0,0,3
4,0,1,0,0,0,0,3,0,4
5,0,0,1,0,0,0,3,0,4
6,1,0,0,0,1,0,4,0,6
7,1,0,0,0,0,0,6,0,7
8,1,1,0,0,0,0,6,0,8
9,0,0,0,0,0,0,8,0,8
10,2,0,0,0,0,0,8,0,10
11,0,0,0,0,2,0,8,0,10
12,1,0,0,0,0,0,11,0,12
13,0,0,1,0,0,0,12,0,13
14,0,0,1,0,0,0,13,0,14
15,0,1,0,0,1,0,13,0,15
16,0,1,0,0,0,0,15,0,16
17,0,1,0,0,0,0,16,0,17
18,0,0,0,0,1,0,17,0,18
19,0,0,1,0,0,1,17,0,19
20,1,0,0,0,1,0,17,1,19
21,0,0,0,0,1,1,18,1,20
22,0,0,0,1,0,0,20,1,21
23,0,0,1,0,0,0,21,1,22
24,0,0,1,0,0,0,22,1,23
25,0,1,0,0,0,0,23,1,24
26,1,0,0,0,0,0,24,1,25
27,1,0,0,0,0,0,25,1,26
28,1,1,0,0,0,0,25,1,27
29,0,1,0,1,0,0,26,1,28
30,1,0,1,0,0,0,27,1,29
31,0,1,0,0,0,0,29,1,30
32,1,1,0,0,0,0,29,1,31
33,0,1,0,0,0,0,31,1,32
34,1,1,0,0,0,0,31,1,33
35,0,0,1,0,0,0,32,2,33
36,1,0,1,0,0,0,32,2,34
37,0,0,1,0,0,0,34,2,35
38,0,1,0,1,0,0,34,2,36
39,0,0,0,0,0,0,37,2,37
40,0,0,2,0,0,0,36,2,38
41,0,0,0,0,0,0,39,2,39
42,2,0,0,1,0,0,38,2,41
43,0,0,0,0,0,0,41,2,41
44,1,0,0,0,1,0,41,2,43
45,0,1,0,0,0,0,43,2,44
46,1,1,0,0,0,0,43,2,45
47,0,0,1,0,0,0,45,2,46
48,0,0,1,0,0,0,46,2,47
49,0,0,1,0,0,0,47,2,48
50,1,0,0,0,0,0,48,2,49
51,0,1,0,0,1,0,48,2,50
52,1,0,0,0,0,0,50,2,51
53,1,0,1,0,0,0,50,2,52
54,1,0,0,0,0,0,52,2,53
55,1,1,0,0,0,0,52,2,54
56,1,0,0,0,0,1,53,2,55
57,1,0,1,0,0,1,53,2,56
58,0,1,0,0,0,0,56,2,57
59,0,1,0,0,0,0,57,2,58
60,0,0,1,0,0,0,58,2,59
61,0,1,0,0,0,0,59,2,60
62,0,0,0,1,0,0,60,2,61
63,0,0,1,0,0,0,61,2,62
64,0,0,0,0,0,0,63,2,63
65,0,0,1,0,0,0,63,2,64
66,0,0,0,0,0,0,65,2,65
67,0,0,1,0,0,0,65,2,66
68,0,0,0,0,1,0,66,2,67
69,0,0,0,0,0,0,68,2,68
70,0,0,1,0,0,0,68,2,69
71,0,0,1,0,0,0,69,2,70
72,0,0,2,0,0,0,69,2,71
73,0,0,0,1,0,0,71,2,72
74,0,0,1,0,1,0,71,2,73
75,1,1,0,0,0,0,72,2,74
76,0,1,0,0,0,0,74,2,75
77,0,0,1,0,0,0,75,2,76
78,0,0,0,1,0,0,76,2,77
79,0,0,0,0,1,0,77,2,78
80,0,1,0,0,1,0,77,2,79
81,0,0,0,0,1,0,79,2,80
82,0,0,0,1,0,0,80,2,81
83,0,0,0,0,0,0,82,2,82
84,0,0,1,0,1,0,81,2,83
85,0,0,0,0,1,0,83,2,84
86,0,0,1,0,1,0,83,2,85
87,0,0,0,0,0,0,86,2,86
88,0,0,1,0,1,0,85,2,87
89,0,0,1,0,0,0,87,2,88
90,1,1,0,0,0,0,87,2,89
91,0,1,0,0,0,0,89,2,90
92,1,0,0,0,1,0,89,2,91
93,0,1,0,0,0,0,91,2,92
94,1,1,0,0,0,0,91,2,93
95,0,0,1,0,0,0,93,2,94
96,0,1,1,0,0,0,92,3,94
97,1,0,0,0,0,0,94,3,95
98,0,1,0,0,1,0,94,3,96
99,1,0,0,0,0,0,96,3,97
100,0,0,0,0,1,0,96,3,97
101,0,0,0,0,0,0,98,3,98
102,0,0,0,0,2,0,97,3,99
103,0,0,1,0,0,0,99,3,100
104,0,0,0,0,0,0,101,3,101
105,0,0,1,0,1,0,100,3,102
106,0,0,0,0,0,0,103,3,103
107,1,1,0,0,0,0,103,3,105
108,0,0,0,0,0,0,105,3,105
109,0,0,1,1,0,0,105,3,107
110,0,0,0,0,0,0,107,3,107
111,0,0,0,0,0,0,108,3,108
112,0,1,0,1,0,0,107,3,109
113,1,0,0,0,1,0,108,3,110
114,0,0,1,0,0,0,110,3,111
115,0,1,1,0,0,0,110,3,112
116,0,0,0,1,0,0,112,3,113
117,1,0,0,0,0,1,113,3,115
118,0,0,1,0,0,1,114,3,116
119,1,0,0,0,0,0,116,3,117
120,0,0,1,0,0,1,116,3,118
121,0,0,1,0,0,0,118,3,119
122,0,0,0,0,1,0,119,3,120
123,0,1,0,0,0,0,120,3,121
124,0,1,1,0,0,0,120,3,122
125,1,0,0,0,0,0,122,3,123
126,1,0,1,0,0,0,122,3,124
127,1,0,0,0,0,0,123,3,124
128,0,0,0,1,0,0,124,3,125
129,1,1,0,0,0,0,125,3,127
130,0,1,0,0,0,0,127,3,128
131,0,1,0,0,0,1,127,3,129
132,0,0,1,0,0,0,128,4,129
133,0,1,1,0,0,0,128,4,130
134,0,0,1,0,0,0,130,4,131
135,0,0,1,0,0,0,131,4,132
136,0,0,1,0,0,0,132,4,133
137,0,1,0,0,0,0,133,4,134
138,0,0,0,0,0,0,135,4,135
139,0,0,2,0,0,0,134,4,136
140,1,0,1,0,0,0,135,4,137
141,0,0,1,0,0,0,137,4,138
142,0,0,1,0,0,0,138,4,139
143,0,0,1,0,0,0,139,4,140
144,2,0,0,0,0,0,139,4,141
145,0,1,0,0,1,0,140,4,142
146,0,0,1,0,0,0,141,4,142
147,0,0,0,0,0,0,143,4,143
148,0,0,1,0,1,0,142,4,144
149,0,0,0,0,0,0,145,4,145
150,0,0,1,0,0,0,145,4,146
151,0,0,0,1,0,0,146,4,147
152,0,1,0,0,0,0,147,4,148
153,0,0,0,0,0,0,149,4,149
154,0,0,1,0,0,0,149,4,150
155,1,0,1,0,0,0,149,4,151
156,0,0,0,0,0,0,152,4,152
157,0,0,1,0,0,0,152,4,153
158,0,1,0,1,0,0,152,4,154
159,0,0,1,0,0,0,154,4,155
160,0,1,0,0,0,0,155,4,156
161,1,0,0,0,0,0,156,4,157
162,1,0,0,0,1,0,156,4,158
163,0,1,0,0,0,0,158,4,159
164,0,1,0,0,0,0,159,4,160
165,0,0,1,0,0,0,159,4,160
166,0,0,0,1,0,0,160,4,161
167,0,0,0,2,0,0,160,4,162
168,1,0,1,0,0,0,162,4,164
169,1,1,0,0,0,0,163,4,165
170,1,0,0,0,0,0,165,4,166
171,1,1,0,0,0,0,165,4,167
172,0,0,1,0,0,0,167,4,168
173,0,0,1,1,0,0,167,4,169
174,0,0,1,0,0,0,169,4,170
175,0,0,1,1,0,0,169,4,171
176,0,0,1,0,0,0,171,4,172
177,0,0,1,0,0,1,171,4,173
178,0,0,1,0,0,0,173,4,174
179,0,1,1,0,0,0,173,4,175
180,0,0,1,0,0,0,175,4,176
181,0,0,1,1,0,0,175,4,177
182,0,0,0,0,0,0,178,4,178
183,0,0,0,0,0,0,179,4,179
184,0,1,1,0,0,0,179,4,181
185,0,0,0,0,0,0,182,4,182
186,1,0,0,0,1,0,181,4,183
187,0,1,0,0,0,0,183,4,184
188,0,1,0,0,1,0,183,4,185
189,0,0,0,0,0,0,186,4,186
190,0,0,0,0,1,0,186,4,187
191,1,0,0,0,1,0,187,4,189
192,1,0,0,0,1,0,188,4,190
193,0,1,0,0,0,0,190,4,191
194,1,0,1,0,0,0,190,4,192
195,0,0,0,0,0,0,192,4,192
196,0,0,1,0,0,0,192,4,193
197,0,0,0,0,0,0,194,4,194
198,1,0,1,0,0,0,193,4,195
199,0,1,0,0,0,0,195,4,196
200,0,0,1,0,1,0,195,4,197
201,1,0,0,0,0,0,198,4,199
202,0,0,1,0,0,0,198,4,199
203,0,0,0,0,1,0,199,4,200
204,0,0,1,0,1,0,199,4,201
205,0,0,0,1,0,0,201,4,202
206,1,0,0,0,0,0,202,4,203
207,0,0,0,0,1,0,203,4,204
208,0,0,1,0,1,0,202,5,204
209,0,1,0,0,0,0,204,5,205
210,1,0,1,0,0,0,204,5,206
211,0,0,0,0,0,0,206,5,206
212,1,0,0,0,0,0,207,5,208
213,0,0,1,0,0,0,207,5,208
214,0,1,0,0,0,0,208,5,209
215,1,0,0,0,0,0,210,5,211
216,1,0,0,0,1,0,210,5,212
217,0,0,0,0,0,0,212,5,212
218,1,1,0,0,0,0,212,5,214
219,0,1,0,0,0,0,214,5,215
220,1,1,0,0,0,0,214,5,216
221,0,1,0,0,0,0,216,5,217
222,0,0,1,0,0,0,217,5,218
223,0,1,1,0,0,0,217,5,219
224,0,0,1,0,0,0,219,5,220
225,0,1,0,0,1,0,219,5,221
226,0,0,1,0,0,0,221,5,222
227,1,0,1,0,0,0,221,5,223
228,0,0,1,0,0,0,223,5,224
229,0,0,1,1,0,0,223,5,225
230,0,0,0,0,1,0,225,5,226
231,0,1,0,0,0,0,226,5,227
232,1,0,0,0,0,0,227,5,228
233,1,1,0,0,0,0,227,5,229
234,1,0,0,0,0,0,229,5,230
235,1,0,1,0,0,0,229,5,231
236,0,1,0,0,0,0,231,5,232
237,0,0,1,1,0,0,231,5,233
238,0,1,0,0,0,0,232,5,233
239,1,0,0,0,1,0,233,5,235
240,0,0,0,0,0,0,235,5,235
241,0,0,2,0,0,0,235,5,237
242,0,1,0,0,0,0,237,5,238
243,0,0,0,0,1,0,237,5,238
244,0,0,0,1,0,0,238,5,239
245,1,0,1,0,0,0,238,5,240
246,0,0,0,0,1,0,239,6,240
247,0,1,0,0,0,0,240,6,241
248,0,1,0,0,1,0,240,6,242
249,1,0,0,0,0,0,242,6,243
250,0,0,0,0,1,0,243,6,244
251,0,1,0,0,1,0,243,6,245
252,0,0,0,1,0,0,245,6,246
253,1,0,0,1,0,0,245,6,247
254,0,1,0,0,1,0,247,6,249
255,1,0,1,0,0,0,248,6,250
256,1,0,0,0,0,0,250,6,251
257,1,0,0,0,0,0,251,6,252
258,0,0,1,0,0,0,252,6,253
259,2,0,0,0,0,0,252,6,254
260,0,1,1,0,0,0,253,6,255
261,0,1,0,0,0,0,255,6,256
262,1,0,0,0,0,1,255,6,257
263,0,0,1,0,0,0,257,6,258
264,1,0,0,0,0,0,258,6,259
265,0,0,0,0,1,0,258,6,259
266,0,0,0,0,0,0,260,6,260
267,1,0,0,0,1,0,260,6,262
268,2,0,0,0,0,0,261,6,263
269,0,0,0,1,0,0,262,6,263
270,1,0,0,0,1,0,263,6,265
271,1,0,0,0,0,0,265,6,266
272,1,1,0,0,0,1,264,6,267
273,0,0,0,0,1,0,267,6,268
274,0,0,1,0,0,0,268,6,269
275,0,0,0,0,0,0,270,6,270
276,0,1,0,0,0,0,270,6,271
277,0,0,0,0,0,0,272,6,272
278,1,0,0,0,0,0,272,6,273
279,0,0,0,0,1,0,273,6,274
280,0,1,0,0,1,0,273,6,275
281,0,0,0,0,0,0,276,6,276
282,0,0,0,0,0,0,277,6,277
283,0,0,0,0,0,0,278,6,278
284,0,0,1,0,0,0,278,6,279
285,1,0,0,0,0,0,279,6,280
286,0,0,0,0,1,0,280,6,281
287,1,0,0,0,1,0,280,7,282
288,0,0,0,0,0,1,281,7,282
289,0,0,1,0,0,0,283,7,284
290,1,0,0,0,1,0,283,7,285
291,0,0,1,0,0,0,285,7,286
292,1,0,0,0,0,0,286,7,287
293,0,1,0,0,0,0,287,7,288
294,0,1,0,0,1,0,287,7,289
295,0,1,0,0,0,0,289,7,290
296,0,0,0,0,0,0,291,7,291
297,0,1,0,0,0,0,291,7,292
298,0,0,0,0,0,0,293,7,293
299,0,0,1,0,0,0,293,7,294
300,0,0,0,0,1,0,294,7,295
301,0,0,1,0,0,0,295,7,296
302,0,0,0,0,0,0,297,7,297
303,0,0,1,0,0,0,297,7,298
304,0,0,0,0,0,0,299,7,299
305,0,0,1,0,1,0,298,7,300
306,0,0,0,0,0,0,301,7,301
307,0,0,0,0,1,0,301,7,302
308,0,0,0,0,0,0,303,7,303
309,1,0,0,0,0,1,303,7,305
310,1,0,0,0,0,0,304,8,305
311,0,1,0,0,1,0,304,8,306
312,0,1,0,0,0,0,306,8,307
313,1,0,1,0,0,0,306,8,308
314,1,0,0,0,0,0,308,8,309
315,0,0,1,0,0,0,308,8,309
316,0,0,0,0,0,0,310,8,310
317,1,0,0,0,0,1,309,8,311
318,1,0,0,1,0,0,311,8,313
319,0,2,0,0,0,0,312,8,314
320,0,0,1,0,0,0,314,8,315
321,0,1,0,0,1,0,314,8,316
322,0,1,0,0,0,0,316,8,317
323,0,0,1,0,1,0,316,8,318
324,0,1,0,0,0,0,318,8,319
325,1,0,0,1,0,0,318,8,320
326,1,0,0,0,0,0,320,8,321
327,2,0,0,0,0,0,320,8,322
328,0,1,0,1,0,0,321,8,323
329,1,0,1,0,0,0,322,8,324
330,0,1,0,0,0,0,324,8,325
331,0,0,1,0,0,0,324,8,325
332,0,1,0,0,0,0,326,8,327
333,1,0,1,0,0,0,326,8,328
334,0,0,1,0,0,0,328,8,329
335,0,1,0,0,0,0,329,8,330
336,0,0,1,0,0,0,330,8,331
337,0,0,1,0,0,0,331,8,332
338,0,0,0,1,0,0,332,8,333
339,1,0,0,0,0,0,333,8,334
340,0,0,1,0,0,0,333,8,334
341,0,0,0,0,0,0,335,8,335
342,2,0,0,0,0,0,335,8,337
343,0,0,0,0,0,0,337,8,337
344,0,0,1,1,0,0,336,8,338
345,1,0,0,0,0,0,339,8,340
346,1,0,0,0,1,0,339,8,341
347,0,1,0,0,0,0,341,8,342
348,0,0,1,0,0,0,342,8,343
349,1,0,1,0,0,0,342,8,344
350,0,0,1,0,0,0,344,8,345
351,0,0,1,1,0,0,344,8,346
352,0,0,1,0,0,0,346,8,347
353,0,0,1,1,0,0,346,8,348
354,0,0,0,0,1,0,348,8,349
355,0,0,1,0,0,0,349,8,350
356,0,0,0,0,0,0,351,8,351
357,0,1,0,0,0,0,351,8,352
358,0,0,0,0,1,0,352,8,353
359,0,0,1,0,1,0,352,8,354
360,1,0,0,0,0,1,354,8,356
361,0,0,1,0,0,0,354,9,355
362,0,0,0,0,0,0,356,9,356
363,1,0,1,0,0,0,356,9,358
364,1,0,0,0,0,0,358,9,359
365,0,0,0,0,0,0,359,9,359
366,0,0,1,0,0,0,359,9,360
367,0,0,0,0,1,0,360,9,361
368,0,1,1,0,0,0,360,9,362
369,0,0,1,0,0,0,362,9,363
370,2,0,0,0,0,0,363,9,365
371,0,0,1,0,0,0,364,9,365
372,0,0,0,0,0,0,366,9,366
373,1,0,1,0,0,0,366,9,368
374,0,1,0,0,0,0,368,9,369
375,0,0,1,0,0,0,369,9,370
376,0,0,0,0,0,0,371,9,371
377,0,1,0,0,1,0,370,9,372
378,0,1,0,0,0,0,372,9,373
379,0,0,0,0,0,0,373,9,373
380,0,1,0,0,0,0,374,9,375
381,0,1,0,1,0,0,374,9,376
382,0,1,0,0,0,0,376,9,377
383,1,0,0,0,0,0,376,9,377
384,0,0,0,0,0,0,378,9,378
385,1,0,0,0,0,0,378,9,379
386,0,1,0,0,0,0,379,9,380
387,0,0,1,0,0,0,380,9,381
388,0,1,0,0,0,0,381,9,382
389,0,0,1,0,0,0,382,9,383
390,0,0,1,0,0,0,383,9,384
391,0,0,0,0,0,0,385,9,385
392,0,0,1,0,0,0,385,9,386
393,0,0,1,0,0,0,386,9,387
394,0,1,0,1,0,0,386,9,388
395,1,0,0,0,0,0,388,9,389
396,0,0,0,0,0,0,390,9,390
397,0,0,1,0,0,0,391,9,392
398,1,0,0,0,0,0,392,9,393
399,1,1,0,0,0,0,392,9,394
400,0,1,0,1,0,0,393,9,395
401,0,0,2,0,0,0,394,9,396
402,1,0,0,0,0,0,396,9,397
403,0,0,1,1,0,0,396,9,398
404,0,0,0,0,0,0,398,9,398
405,0,0,1,0,1,0,398,9,400
406,0,1,0,0,0,0,400,9,401
407,0,0,0,0,1,0,401,9,402
408,1,0,1,0,0,0,402,9,404
409,0,0,0,0,0,0,404,9,404
410,1,0,0,0,0,0,404,9,405
411,0,1,0,0,1,0,405,9,407
412,1,0,0,0,0,0,407,9,408
413,0,0,0,1,0,0,407,9,408
414,0,0,0,1,0,0,408,9,409
415,0,0,1,0,0,0,409,9,410
416,0,0,1,0,0,0,410,9,411
417,0,1,0,0,0,0,411,9,412
418,0,0,0,0,1,0,412,9,413
419,1,0,0,0,1,0,412,9,414
420,0,0,0,0,1,0,414,9,415
421,1,0,1,0,0,0,414,9,416
422,0,0,0,1,0,0,415,10,416
423,0,0,1,0,0,0,416,10,417
424,0,0,1,0,0,0,417,10,418
425,0,0,1,0,0,0,418,10,419
426,0,0,0,0,0,0,420,10,420
427,1,0,0,0,1,0,419,10,421
428,0,0,0,0,0,0,422,10,422
429,0,0,1,0,0,0,422,10,423
430,0,1,0,0,0,0,423,10,424
431,1,0,1,0,0,0,423,10,425
432,1,0,0,0,0,0,425,10,426
433,0,0,0,1,0,0,425,10,426
434,0,0,0,0,0,0,427,10,427
435,0,0,0,0,1,0,427,10,428
436,0,0,0,0,0,0,429,10,429
437,0,0,1,0,1,0,428,10,430
438,0,0,0,0,0,0,431,10,431
439,0,0,0,1,0,1,430,10,432
440,0,0,0,0,1,0,432,10,433
441,0,0,0,1,0,0,433,10,434
442,2,0,0,0,0,0,434,10,436
443,1,0,1,0,0,0,435,10,437
444,0,1,0,0,0,0,436,10,437
445,0,0,0,0,0,0,438,10,438
446,0,1,0,0,0,0,438,10,439
447,0,0,1,0,0,0,439,10,440
448,0,0,1,0,0,0,440,10,441
449,1,0,1,0,0,0,440,10,442
450,0,0,0,1,0,0,442,10,443
451,0,1,1,0,0,0,442,10,444
452,0,0,0,0,0,0,445,10,445
453,0,1,0,0,0,0,445,10,446
454,0,0,1,0,0,1,445,10,447
455,0,1,1,0,0,0,446,10,448
456,0,0,1,0,0,0,448,10,449
457,1,0,0,1,0,0,448,10,450
458,1,0,0,0,0,0,450,10,451
459,0,0,1,1,0,0,450,10,452
460,0,1,1,0,0,0,451,10,453
461,0,0,0,0,1,1,452,10,454
462,0,0,0,0,1,0,454,10,455
463,0,0,0,0,1,0,455,10,456
464,0,1,0,0,0,0,456,10,457
465,0,1,0,0,1,0,456,10,458
466,0,1,0,0,0,0,457,11,458
467,1,0,0,1,0,0,457,11,459
468,0,0,0,0,0,0,459,11,459
469,1,0,1,0,0,0,459,11,461
470,0,0,1,0,0,0,461,11,462
471,0,0,1,0,0,0,461,11,462
472,0,1,0,0,0,0,463,11,464
473,0,0,1,0,0,0,463,11,464
474,1,0,0,0,0,0,465,11,466
475,1,0,0,1,0,0,465,11,467
476,0,0,0,0,0,0,468,11,468
477,1,1,0,0,0,0,467,11,469
478,0,1,0,0,0,0,469,11,470
479,0,1,0,0,1,0,469,11,471
480,1,0,0,0,0,0,472,11,473
481,0,0,0,0,0,0,473,11,473
482,1,0,0,0,0,0,474,11,475
483,0,0,1,0,0,0,474,11,475
484,1,0,0,0,0,0,475,11,476
485,0,0,0,0,1,0,476,11,477
486,0,0,0,0,1,0,477,11,478
487,0,0,1,0,1,0,477,11,479
488,0,0,1,0,0,0,479,11,480
489,0,0,1,0,0,0,480,11,481
490,0,1,0,0,0,0,481,11,482
491,0,0,1,0,0,0,482,11,483
492,0,0,1,0,0,0,483,11,484
493,0,0,1,1,0,0,483,11,485
494,0,0,0,0,0,0,486,11,486
495,0,0,1,0,1,0,485,11,487
496,0,0,0,0,0,0,488,11,488
497,0,0,1,0,0,0,488,11,489
498,0,0,0,0,0,0,489,11,489
499,0,0,0,0,0,0,489,11,489
500,0,0,0,0,0,0,489,11,489
501,0,0,0,1,0,0,488,11,489
502,1,0,0,0,0,0,488,11,489
503,0,0,0,0,0,0,489,11,489
504,0,0,0,0,0,0,489,11,489
505,0,0,0,0,0,0,489,11,489
506,0,0,0,0,0,0,489,11,489
507,0,0,0,0,1,0,488,11,489
508,0,0,0,0,0,0,489,11,489
509,0,0,0,0,0,1,488,11,489
510,0,0,0,0,0,0,489,11,489
511,0,1,0,0,0,0,488,11,489
512,0,0,0,0,0,0,489,11,489
513,1,0,0,0,0,0,488,11,489
514,0,0,0,0,0,0,489,11,489
515,0,1,0,0,0,0,488,11,489
516,0,0,0,0,0,0,489,11,489
517,1,0,0,0,0,0,488,11,489
518,0,0,0,0,0,0,489,11,489
519,0,0,0,0,0,0,489,11,489
520,0,0,0,0,0,0,489,11,489
521,1,0,0,0,0,0,488,11,489
522,0,0,0,0,0,0,489,11,489
523,1,0,0,0,0,0,488,11,489
524,0,0,0,0,0,0,489,11,489
525,0,0,0,0,0,0,489,11,489
