point_index,label,point_re,point_im,value_re,value_im,magnitude,phase,direct_reference_re,direct_reference_im,absolute_error,samples_used
0,s=1,1,0,0.3333583329457571,0,0.3333583329457571,0,0.3333583329457571,0,0,801
1,s=0.5+i,0.5,1,0.3448484198120547,-0.13792270073408974,0.3714069251167194,-0.3804647109584639,0.3448484198120547,-0.13792270073408974,0,801
