k,T,best_cost,current_cost
3175,2.086388219280454,-320,-300
3176,2.084301831061174,-320,-300
3177,2.082217529230113,-320,-300
3178,2.0801353117008827,-320,-300
3179,2.078055176389182,-320,-300
3180,2.0759771212127927,-320,-300
3181,2.0739011440915798,-320,-300
3182,2.071827242947488,-320,-300
3183,2.069755415704541,-320,-300
3184,2.0676856602888365,-320,-300
3185,2.0656179746285472,-320,-300
3186,2.063552356653919,-320,-300
3187,2.061488804297265,-320,-300
3188,2.0594273154929676,-320,-300
3189,2.057367888177475,-320,-300
3190,2.0553105202892974,-320,-300
3191,2.053255209769008,-320,-300
3192,2.051201954559239,-320,-300
3193,2.0491507526046795,-320,-300
3194,2.047101601852075,-320,-300
3195,2.045054500250223,-320,-300
3196,2.043009445749973,-320,-300
3197,2.040966436304223,-320,-300
3198,2.0389254698679187,-320,-300
3199,2.0368865443980506,-320,-300
3200,2.0348496578536523,-320,-300
3201,2.032814808195799,-320,-300
3202,2.030781993387603,-320,-300
3203,2.0287512113942157,-320,-300
3204,2.026722460182821,-320,-300
3205,2.0246957377226384,-320,-300
3206,2.022671041984916,-320,-300
3207,2.020648370942931,-320,-300
3208,2.018627722571988,-320,-300
3209,2.0166090948494158,-320,-300
3210,2.0145924857545667,-320,-300
3211,2.0125778932688116,-320,-300
3212,2.010565315375543,-320,-300
3213,2.0085547500601675,-320,-300
3214,2.006546195310108,-320,-300
3215,2.0045396491147973,-320,-300
