k,T,best_cost,current_cost
763,10.85357987218705,293.8926261462365,293.8926261462365
764,10.831872712442674,293.8926261462365,293.8926261462365
765,10.81020896701779,293.8926261462365,293.8926261462365
766,10.788588549083755,293.8926261462365,293.8926261462365
767,10.767011371985587,293.8926261462365,293.8926261462365
768,10.745477349241616,293.8926261462365,293.8926261462365
769,10.723986394543134,293.8926261462365,293.8926261462365
770,10.702538421754046,293.8926261462365,293.8926261462365
771,10.681133344910538,293.8926261462365,293.8926261462366
772,10.659771078220718,293.8926261462365,293.8926261462366
773,10.638451536064277,293.8926261462365,293.8926261462366
774,10.617174632992148,293.8926261462365,293.8926261462366
775,10.595940283726163,293.8926261462365,293.8926261462366
776,10.574748403158711,293.8926261462365,293.8926261462366
777,10.553598906352393,293.8926261462365,293.8926261462366
778,10.53249170853969,293.8926261462365,293.8926261462366
779,10.51142672512261,293.8926261462365,293.8926261462366
780,10.490403871672365,293.8926261462365,293.8926261462366
781,10.46942306392902,293.8926261462365,293.8926261462366
782,10.44848421780116,293.8926261462365,293.8926261462365
783,10.427587249365558,293.8926261462365,293.8926261462365
784,10.406732074866827,293.8926261462365,293.8926261462366
785,10.385918610717093,293.8926261462365,293.8926261462366
786,10.36514677349566,293.8926261462365,293.8926261462366
787,10.344416479948668,293.8926261462365,293.8926261462366
788,10.323727646988772,293.8926261462365,293.8926261462366
789,10.303080191694795,293.8926261462365,293.8926261462366
790,10.282474031311404,293.8926261462365,293.8926261462366
791,10.261909083248781,293.8926261462365,293.8926261462366
792,10.241385265082284,293.8926261462365,293.8926261462366
793,10.220902494552119,293.8926261462365,293.8926261462366
794,10.200460689563014,293.8926261462365,293.8926261462365
795,10.180059768183888,293.8926261462365,293.8926261462365
796,10.15969964864752,293.8926261462365,293.8926261462365
797,10.139380249350225,293.8926261462365,293.8926261462365
798,10.119101488851525,293.8926261462365,293.8926261462365
799,10.098863285873822,293.8926261462365,293.8926261462365
800,10.078665559302074,293.8926261462365,293.8926261462365
801,10.05850822818347,293.8926261462365,293.8926261462365
802,10.038391211727102,293.8926261462365,293.8926261462365
803,10.018314429303649,293.8926261462365,293.8926261462365
804,9.998277800445042,293.8926261462365,293.8926261462365
805,9.978281244844151,293.8926261462365,293.8926261462365
806,9.958324682354464,293.8926261462365,293.8926261462365
807,9.938408032989754,293.8926261462365,293.8926261462365
808,9.918531216923775,293.8926261462365,293.8926261462365
809,9.898694154489927,293.8926261462365,293.8926261462365
810,9.878896766180947,293.8926261462365,293.8926261462365
811,9.859138972648584,293.8926261462365,293.8926261462366
812,9.839420694703287,293.8926261462365,293.8926261462365
813,9.819741853313882,293.8926261462365,293.8926261462365
814,9.800102369607254,293.8926261462365,293.8926261462365
815,9.78050216486804,293.8926261462365,293.8926261462365
816,9.760941160538303,293.8926261462365,293.8926261462365
817,9.741419278217228,293.8926261462365,293.8926261462365
818,9.72193643966079,293.8926261462365,293.8926261462365
819,9.702492566781471,293.8926261462365,293.8926261462366
820,9.683087581647907,293.8926261462365,293.8926261462366
821,9.663721406484612,293.8926261462365,293.8926261462366
822,9.644393963671643,293.8926261462365,293.8926261462365
823,9.6251051757443,293.8926261462365,293.8926261462365
824,9.60585496539281,293.8926261462365,293.8926261462365
825,9.586643255462025,293.8926261462365,293.8926261462365
826,9.5674699689511,293.8926261462365,293.8926261462365
827,9.548335029013199,293.8926261462365,293.8926261462365
828,9.529238358955173,293.8926261462365,293.8926261462365
829,9.510179882237262,293.8926261462365,293.8926261462366
830,9.491159522472788,293.8926261462365,293.8926261462366
831,9.472177203427842,293.8926261462365,293.8926261462366
832,9.453232849020985,293.8926261462365,293.8926261462366
833,9.434326383322944,293.8926261462365,293.8926261462366
834,9.415457730556298,293.8926261462365,293.8926261462366
835,9.396626815095185,293.8926261462365,293.8926261462366
836,9.377833561464996,293.8926261462365,293.8926261462366
837,9.359077894342066,293.8926261462365,293.8926261462366
838,9.34035973855338,293.8926261462365,293.8926261462366
839,9.321679019076274,293.8926261462365,293.8926261462366
840,9.303035661038123,293.8926261462365,293.8926261462366
841,9.284429589716044,293.8926261462365,293.8926261462366
842,9.265860730536614,293.8926261462365,293.8926261462366
843,9.247329009075541,293.8926261462365,293.8926261462366
844,9.228834351057388,293.8926261462365,293.8926261462365
